"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL542400";"";"None";"401.91";"0";"4.23";"(-)13";"Cl.O=C1CC2(CCN(CCc3ccccc3)CC2)OC=C1c1ccccc1F";"Ki";"'='";"2330.0";"nM";"5.63";"";"";"UO_0000065";"15.41";"0.28";"1.40";"19.07";"0";"CHEMBL672710";"Binding affinity towards dopamine D2 receptor using radiolabeled ligand [3H]spiperone";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127001";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"2330.0"
"CHEMBL335545";"CI-1007";"None";"329.49";"1";"5.66";"1";"C1=C(c2ccccc2)CCN(C[C@@H]2CCC=C(c3ccccc3)C2)C1";"Ki";"'='";"8.4";"nM";"8.08";"";"";"UO_0000065";"24.51";"0.44";"2.42";"249.25";"0";"CHEMBL672910";"Binding affinity towards human Dopamine receptor D2L evaluated using [3H]N-0437";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128721";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"8.4"
"CHEMBL3325909";"";"None";"310.40";"0";"2.97";"14";"CC(=O)Nc1cc2c(cc1O)C(c1ccccc1)CN(C)CC2";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364544";"Displacement of [3H]spiperone from human dopamine D2 receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351966";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"1000.0"
"CHEMBL314285";"";"None";"323.37";"0";"3.80";"18";"Cc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(F)cc1)CC3";"Ki";"'>'";"5800.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL671369";"Ability to displace [3H]spiperone from human cloned Dopamine receptor D2 expressed in CHO K-1 cells in vitro.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130121";"1";"Scientific Literature";"J Med Chem";"1997";"CHEMBL3308072";"";"";"";"5800.0"
"CHEMBL294747";"";"None";"485.63";"0";"4.90";"1";"COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"15.24";"0.28";"2.50";"11.96";"1";"CHEMBL672226";"Displacement of [125I]iodosulpiride from human Dopamine receptor D2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153677";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"CHEMBL3308072";"";"";"";"-7.4"
"CHEMBL93646";"";"None";"290.41";"0";"3.98";"35";"N#Cc1cccc([C@@H]2CCCN(CCc3ccccc3)C2)c1";"Ki";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"26.37";"0.48";"3.68";"28.33";"0";"CHEMBL679938";"In vitro binding affinity against cloned mammalian dopamine D2 autoreceptor, expressed in CHO-K1 cells, using [3H]U-86170 as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127438";"1";"Scientific Literature";"J Med Chem";"1994";"CHEMBL3307512";"";"";"";"22.0"
"CHEMBL3590086";"";"None";"442.95";"0";"3.42";"21, YQA14";"Cc1ccc(Cl)c(N2CCN(CCCCNC(=O)c3ccc4oc(=O)[nH]c4c3)CC2)c1";"Ki";"'='";"335.0";"nM";"6.47";"";"";"UO_0000065";"14.62";"0.29";"3.05";"7.94";"0";"CHEMBL3591527";"Binding affinity to human dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588810";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"335.0"
"CHEMBL54";"HALOPERIDOL";"4.0";"375.87";"0";"4.43";"haloperidol";"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1";"Ki";"'='";"3.7";"nM";"8.43";"";"";"UO_0000065";"22.43";"0.44";"4.00";"20.80";"1";"CHEMBL672100";"In vitro binding affinity towards Dopamine receptor D2 in human using [3H]-spiperone as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139457";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"3.7"
"CHEMBL169889";"";"None";"443.39";"0";"3.39";"ent2b";"COc1ccc(Br)cc1C1=NCC[C@H](CN2CCN(c3ccccc3)CC2)N1";"Ki";"'='";"44000.0";"nM";"4.36";"";"";"UO_0000065";"9.83";"0.21";"0.97";"10.86";"0";"CHEMBL672098";"In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"44000.0"
"CHEMBL116367";"";"None";"251.33";"0";"3.11";"31";"Cc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)NCC3";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL670885";"In vitro affinity at human cloned Dopamine receptor D2A by [3H]-raclopride displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129624";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"10000.0"
"CHEMBL119150";"";"None";"331.42";"0";"4.71";"9";"COc1c(-c2ccco2)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3";"Ki";"'='";"582.0";"nM";"6.24";"";"";"UO_0000065";"18.81";"0.34";"1.53";"24.35";"0";"CHEMBL670886";"In vitro affinity at human cloned Dopamine receptor D2A by [3H]raclopride displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129624";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"582.0"
"CHEMBL118636";"";"None";"289.45";"0";"3.47";"21";"CCCN(CCC)C1Cc2ccc3nc(N)sc3c2C1";"Ki";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"21.77";"0.43";"2.83";"14.95";"0";"CHEMBL671517";"in vitro binding affinity was determined on human Dopamine receptor D2L expressed in chinese hamster ovary(CHO) K-1 cells using [3H]NPA as radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133651";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3307512";"";"";"";"500.0"
"CHEMBL25719";"GERANIOL";"None";"154.25";"0";"2.67";"GERANIOL";"CC(C)=CCC/C(C)=C/CO";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL54777";"";"None";"589.64";"1";"4.51";"15";"CNC(=O)c1ccc(-c2ccc(C(=O)NCCCCN3CCc4ccc(OS(=O)(=O)C(F)(F)F)cc4C3)cc2)cc1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"11.87";"0.23";"2.49";"6.68";"0";"CHEMBL672227";"Displacement [125I]iodosulpiride from human Dopamine receptor D2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132014";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"-7.0"
"CHEMBL276520";"INDALPINE";"4.0";"228.34";"0";"3.10";"5";"c1ccc2c(CCC3CCNCC3)c[nH]c2c1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL671418";"In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136546";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"1.0"
"CHEMBL103900";"";"None";"268.36";"0";"2.71";"18";"Oc1ccc(N2CCN(Cc3ccccc3)CC2)cc1";"Ki";"'>'";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL671654";"Binding affinity towards human cloned dopamine (hD2s) receptors expressed in CHO cell membranes using [3H]spiperone";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131356";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"CHEMBL3308072";"";"";"";"300.0"
"CHEMBL355566";"";"None";"401.94";"0";"3.89";"1f (cis)";"CNc1cc(OC)c(C(=O)NC[C@@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl";"Ki";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"19.10";"0.37";"3.79";"14.32";"0";"CHEMBL672576";"Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132075";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"21.0"
"CHEMBL353220";"";"None";"443.39";"0";"3.39";"2b";"COc1ccc(Br)cc1C1=NCC[C@@H](CN2CCN(c3ccccc3)CC2)N1";"Ki";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"10.82";"0.23";"1.41";"11.96";"0";"CHEMBL672098";"In vitro binding affinity to displace [3H]spiperone from the cloned human dopamine receptor D2 long in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136617";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"16000.0"
"CHEMBL1065";"METHYSERGIDE";"4.0";"353.47";"0";"1.94";"METHYSERGIDE";"CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1";"Ki";"'='";"269.0";"nM";"6.57";"";"";"UO_0000065";"18.59";"0.35";"4.63";"11.43";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";"0.269"
"CHEMBL4440695";"";"None";"484.65";"0";"3.82";"21";"O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"16.60";"0.33";"4.23";"10.90";"0";"CHEMBL4308346";"Displacement of [3H]raclopride from full length human cloned D2L receptor expressed in HEK293 cells incubated for 1 hr by radioligand displacement assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304820";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";"";"9.0"
"CHEMBL4103639";"";"None";"461.52";"0";"2.68";"8a";"O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc12";"Ki";"'='";"0.58";"nM";"9.24";"";"";"UO_0000065";"20.01";"0.37";"6.56";"8.95";"0";"CHEMBL4046974";"Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.58"
"CHEMBL4084712";"";"None";"277.32";"0";"0.86";"14c";"CN1CCCN(c2ccc(O)c3c2OCC(=O)N3)CC1";"Ki";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"19.72";"0.37";"4.61";"8.41";"0";"CHEMBL4046974";"Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"3400.0"
"CHEMBL4445841";"";"None";"432.57";"0";"4.04";"9";"Cn1ccc2c(N3CCN(CCCCOc4ccc5c(c4)NC(=O)CC5)CC3)cccc21";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"18.31";"0.34";"3.88";"15.92";"0";"CHEMBL5236912";"Partial agonist activity at human D2 receptor assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236546";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"PARTIAL AGONIST";"";"12.0"
"CHEMBL4068702";"";"None";"645.80";"1";"4.37";"19b";"CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN3CCCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc2OC)nn1";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"10.37";"0.19";"2.33";"4.86";"0";"CHEMBL4015806";"Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"200.0"
"CHEMBL2165126";"";"None";"462.42";"1";"5.25";"1; UNC0006";"O=C1CCc2ccc(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"0.53";"nM";"9.28";"";"";"UO_0000065";"20.06";"0.41";"4.03";"20.70";"0";"CHEMBL4015806";"Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"0.53"
"CHEMBL4083239";"";"None";"462.55";"0";"3.10";"12a";"O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc2N1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.46";"0.36";"5.90";"9.19";"0";"CHEMBL4015807";"Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"1.0"
"CHEMBL561132";"MK-7246";"1.0";"416.47";"0";"3.04";"EUB0000297b";"CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1";"Ki";"'='";"3746.0";"nM";"5.43";"";"";"UO_0000065";"13.03";"0.26";"2.39";"6.82";"0";"CHEMBL5214284";"Selectivity interaction (GPCR panel (PDSP screen)) EUB0000297b DRD2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Protein family: GPCR";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5212743";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2023";"None";"Selectivity Comments: Functional assay (flow cytometry): IC50(eosinophil shape change in whole blood) = 5.5 nM, IC50(eosinophil CD11b in whole blood) = 2.3 nM, https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/CRTH%3Csub%3E2%3C/sub%3E%20antagonist; | Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 45.0 None | Selectivity Remarks: Screened at 10 µM (in vitro) | Selectivity Source Knowledge: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/CRTH%3Csub%3E2%3C/sub%3E%20antagonist";"";"";"3746.0"
"CHEMBL549";"CITALOPRAM";"4.0";"324.40";"0";"3.81";"CITALOPRAM";"CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL1159650";"CLOBETASOL PROPIONATE";"4.0";"466.98";"0";"4.10";"CLOBETASOL PROPIONATE";"CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL1172";"DESLORATADINE";"4.0";"310.83";"0";"4.02";"DESLORATADINE";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"Not Active";""
"CHEMBL5172673";"";"None";"430.56";"0";"3.43";"6d";"O=c1n(CCCCCCN2CCN(c3cccc4cccnc34)CC2)nc2ccccn12";"Ki";"'='";"143.0";"nM";"6.84";"";"";"UO_0000065";"15.90";"0.29";"3.41";"11.67";"0";"CHEMBL5163611";"Displacement of [3H]-raclopride from human full length D2L receptor expressed in HEK293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154833";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";"";"143.0"
"CHEMBL2325930";"";"None";"385.49";"1";"5.64";"3e";"CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ccncc4)cc23)CC1";"Ki";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"19.63";"0.36";"1.93";"35.94";"0";"CHEMBL2327488";"Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells after 30 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321719";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"27.0"
"CHEMBL2325927";"";"None";"371.49";"0";"4.24";"3b";"CN1CCC(c2cn(-c3ccncc3)c3ccc(-c4ccnn4C)cc23)CC1";"Ki";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"16.30";"0.30";"1.82";"15.57";"0";"CHEMBL2327488";"Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells after 30 mins by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321719";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";"";"";"880.0"
"CHEMBL5187317";"";"None";"386.50";"0";"1.45";"14";"COc1ccccc1N1CCN(CCCCCNc2nc(N)nc(N)n2)CC1";"Ki";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"19.20";"0.36";"5.97";"6.26";"0";"CHEMBL5121178";"Binding affinity to human D2 receptor expressed in HEK293 cells incubated for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120748";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.0 hr";"ANTAGONIST";"";"38.0"
"CHEMBL554016";"";"None";"441.98";"1";"5.13";"6w";"Cl.Fc1ccccc1N1CCN(CCCCc2cc(/C=C/c3ccccc3)no2)CC1";"Ki";"'='";"585.0";"nM";"6.23";"";"";"UO_0000065";"15.37";"0.28";"1.10";"19.17";"0";"CHEMBL672182";"Displacement of the radioligand [3H]spiperone from the cloned human Dopamine receptor D2 long expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"585.0"
"CHEMBL51433";"";"None";"380.45";"0";"1.52";"1";"COc1ccccc1N1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1";"Ki";"'='";"132.0";"nM";"6.88";"";"";"UO_0000065";"18.08";"0.34";"5.36";"9.75";"0";"CHEMBL672180";"Compound is evaluated for binding affinity towards recombinant human Dopamine receptor D2 using [3H]spiperone in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131058";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3308072";"";"";"";"132.0"
"CHEMBL104092";"";"None";"340.47";"0";"4.73";"13a";"C(#Cc1cccn1C1CCN(Cc2ccccc2)CC1)c1ccccc1";"Ki";"'='";"8300.0";"nM";"5.08";"";"";"UO_0000065";"14.92";"0.27";"0.35";"62.19";"0";"CHEMBL672580";"Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131871";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"8300.0"
"CHEMBL1803026";"";"None";"1041.40";"None";"None";"1d";"COc1cc(CN2CCN(c3ccccc3OC)CC2)ccc1OCCCCc1cn(CCCCCCCCCCn2cc(CCCCOc3ccc(CN4CCN(c5ccccc5OC)CC4)cc3OC)nn2)nn1";"Ki";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"7.46";"None";"None";"None";"0";"CHEMBL1803210";"Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799971";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"17.0"
